index,paper_run_id,event_time_utc,entered_at_utc,settled_at_utc,market_start_utc,market_slug,selected_outcome,entry_price,stake_usd,size_shares,settlement_value_usd,pnl_usd,cumulative_pnl_usd
104,6e7e0773-7810-4e94-bcc7-01f5286b3af7,2026-07-07 04:09:53,2026-07-07 03:59:33,2026-07-07 04:09:53,2026-07-07 04:00:00,eth-updown-5m-1783396800,Up,0.52999999,5.99999898,11.320753,0,-5.99999898,82.107846
105,6892f8b3-199d-493a-b113-cd79e3234ea1,2026-07-07 04:14:41,2026-07-07 04:04:32,2026-07-07 04:14:41,2026-07-07 04:05:00,eth-updown-5m-1783397100,Up,0.51999998,5.99999897,11.53846,11.53846,5.53846103,87.64630703
106,d9349bc2-f30e-4fab-a7dc-3079812e4f03,2026-07-07 04:19:58,2026-07-07 04:09:32,2026-07-07 04:19:58,2026-07-07 04:10:00,eth-updown-5m-1783397400,Up,0.51999998,5.99999897,11.53846,0,-5.99999897,81.64630806
107,168235d6-2953-4671-9703-ee9320d250cf,2026-07-07 04:24:53,2026-07-07 04:14:32,2026-07-07 04:24:53,2026-07-07 04:15:00,eth-updown-5m-1783397700,Up,0.51999998,5.99999897,11.53846,0,-5.99999897,75.64630909
108,0569f891-c479-4dfc-864a-b573f87b95b3,2026-07-07 04:29:51,2026-07-07 04:19:34,2026-07-07 04:29:51,2026-07-07 04:20:00,eth-updown-5m-1783398000,Up,0.52999999,5.99999898,11.320753,11.320753,5.32075402,80.96706311
109,adddfff4-6eb7-4395-8e0f-da692899fcc9,2026-07-07 04:34:57,2026-07-07 04:24:32,2026-07-07 04:34:57,2026-07-07 04:25:00,eth-updown-5m-1783398300,Up,0.53999996,5.99999896,11.11111,11.11111,5.11111104,86.07817415
110,58ec899c-db61-4275-a20a-6c13d62bed05,2026-07-07 04:39:49,2026-07-07 04:29:32,2026-07-07 04:39:49,2026-07-07 04:30:00,eth-updown-5m-1783398600,Up,0.5,6,12,0,-6,80.07817415
111,41b2bec4-2bfd-471a-82fa-025e243bc050,2026-07-07 04:44:49,2026-07-07 04:34:33,2026-07-07 04:44:49,2026-07-07 04:35:00,eth-updown-5m-1783398900,Up,0.51536173,5.99999896,11.642306,0,-5.99999896,74.07817519
112,d6c64805-5557-4192-a1ad-2d97b51fb79c,2026-07-07 04:49:46,2026-07-07 04:39:33,2026-07-07 04:49:46,2026-07-07 04:40:00,eth-updown-5m-1783399200,Up,0.51753307,5.99999895,11.59346,0,-5.99999895,68.07817624
113,4c69cb88-b82b-4e1a-aa6c-5d25b550add5,2026-07-07 04:54:53,2026-07-07 04:44:33,2026-07-07 04:54:53,2026-07-07 04:45:00,eth-updown-5m-1783399500,Up,0.53389576,5.99999903,11.238147,0,-5.99999903,62.07817721
114,fe4acd8f-119d-4bdb-a196-b945898bbf54,2026-07-07 05:00:06,2026-07-07 04:49:33,2026-07-07 05:00:06,2026-07-07 04:50:00,eth-updown-5m-1783399800,Up,0.55279522,5.99999896,10.853927,10.853927,4.85392804,66.93210525
115,f7238da8-1eac-4a6e-bd83-f70665d2a441,2026-07-07 05:07:37,2026-07-07 04:59:33,2026-07-07 05:07:37,2026-07-07 05:00:00,eth-updown-5m-1783400400,Up,0.5,6,12,0,-6,60.93210525
116,31ac3864-0cf0-49be-b304-4a3da7d0ac7c,2026-07-07 05:14:44,2026-07-07 05:04:32,2026-07-07 05:14:44,2026-07-07 05:05:00,eth-updown-5m-1783400700,Up,0.51999998,5.99999897,11.53846,0,-5.99999897,54.93210628
117,20f65a78-fe24-4a6c-ad09-dd9749abf21b,2026-07-07 05:19:44,2026-07-07 05:09:33,2026-07-07 05:19:44,2026-07-07 05:10:00,eth-updown-5m-1783401000,Up,0.54999996,5.99999796,10.909088,0,-5.99999796,48.93210832
118,72c22ace-8d3a-4ec1-a7ef-e86115b87003,2026-07-07 08:19:54,2026-07-07 08:09:33,2026-07-07 08:19:54,2026-07-07 08:10:00,eth-updown-5m-1783411800,Up,0.54999996,5.99999796,10.909088,10.909088,4.90909004,53.84119836
119,bc53bc0b-c357-456d-b4a2-85d2cd28c29d,2026-07-07 08:44:41,2026-07-07 08:34:32,2026-07-07 08:44:41,2026-07-07 08:35:00,eth-updown-5m-1783413300,Up,0.52999999,5.99999898,11.320753,11.320753,5.32075402,59.16195238
120,c9789179-7292-41f6-9e2c-211b6dcd331a,2026-07-07 08:53:42,2026-07-07 08:44:32,2026-07-07 08:53:42,2026-07-07 08:45:00,eth-updown-5m-1783413900,Up,0.52999999,5.99999898,11.320753,11.320753,5.32075402,64.4827064
